x_out,y_out
0.0,0.0
0.21916866302490234,-1.4928659200668335
0.21917438507080078,-1.4928923845291138
0.219095841050148,-1.4924437999725342
0.21348649263381958,-1.4928178787231445
0.2047874927520752,-1.49595046043396
0.1963079273700714,-1.4946796894073486
0.18924278020858765,-1.4883803129196167
0.18424303829669952,-1.483000636100769
0.18213805556297302,-1.4752775430679321
0.1831829994916916,-1.4656379222869873
0.18559953570365906,-1.4570404291152954
0.18949148058891296,-1.449329137802124
0.19468222558498383,-1.4427483081817627
0.20072601735591888,-1.4373959302902222
0.2074754387140274,-1.4333665370941162
0.2145586907863617,-1.4306164979934692
0.2217686027288437,-1.4291527271270752
0.22886958718299866,-1.4288909435272217
0.23574760556221008,-1.4296882152557373
0.24224413931369781,-1.4311084747314453
0.24836412072181702,-1.4311151504516602
0.25417375564575195,-1.4317481517791748
0.25952744483947754,-1.4333090782165527
0.2643641531467438,-1.4355850219726562
0.2686343491077423,-1.4384561777114868
0.27229082584381104,-1.4418009519577026
0.2752731740474701,-1.4454951286315918
0.2776486873626709,-1.4494086503982544
0.27943679690361023,-1.4534772634506226
0.2806009352207184,-1.4575859308242798
0.2812420725822449,-1.461705207824707
0.2813456952571869,-1.4657262563705444
0.28099367022514343,-1.4696314334869385
0.28018292784690857,-1.4733457565307617
0.27896833419799805,-1.476906180381775
0.2774449288845062,-1.4802734851837158
0.2756073772907257,-1.4833970069885254
0.2735028862953186,-1.486285924911499
0.27116864919662476,-1.488934874534607
0.2686070203781128,-1.4913386106491089
0.2658839523792267,-1.4934942722320557
0.2630058228969574,-1.4954229593276978
0.260013222694397,-1.4971190690994263
0.25690996646881104,-1.498592495918274
0.2536959648132324,-1.4998393058776855
0.25041478872299194,-1.5008736848831177
0.24707373976707458,-1.5017036199569702
0.24367986619472504,-1.502354621887207
0.2402576357126236,-1.5028371810913086
0.23681145906448364,-1.5031286478042603
0.23333969712257385,-1.5032618045806885
0.22984515130519867,-1.5032546520233154
0.22628375887870789,-1.5030992031097412
0.22279368340969086,-1.5028469562530518
0.2192600667476654,-1.502476692199707
0.21571898460388184,-1.5019965171813965
0.21217326819896698,-1.5014184713363647
0.2086244523525238,-1.5007489919662476
0.2050749510526657,-1.4999948740005493
0.20152409374713898,-1.4991650581359863
0.1979524940252304,-1.498265027999878
0.19434164464473724,-1.4972925186157227
0.1908305287361145,-1.4962950944900513
0.18727463483810425,-1.4952343702316284
0.1837160885334015,-1.4941320419311523
0.18015442788600922,-1.4929940700531006
0.17658908665180206,-1.4918264150619507
0.17301902174949646,-1.490634560585022
0.1694260984659195,-1.489418387413025
0.1658513993024826,-1.4881948232650757
0.16218915581703186,-1.4869402647018433
0.15865397453308105,-1.4856998920440674
0.1552414745092392,-1.4844510555267334
0.1517913043498993,-1.4830049276351929
0.14835329353809357,-1.48158860206604
0.14490948617458344,-1.4802297353744507
0.14202192425727844,-1.478875994682312
0.1405724287033081,-1.4766167402267456
0.1386253535747528,-1.4738852977752686
0.13625945150852203,-1.4714213609695435
0.13333037495613098,-1.4690698385238647
0.1300116628408432,-1.4671945571899414
0.1268077790737152,-1.466349482536316
0.1235654428601265,-1.4657963514328003
0.12033794820308685,-1.4653782844543457
0.11700402945280075,-1.4651204347610474
0.11353925615549088,-1.4651161432266235
0.11013689637184143,-1.46542227268219
0.10673800110816956,-1.4659603834152222
0.10373113304376602,-1.4667131900787354
0.10069049149751663,-1.4674298763275146
0.09766191244125366,-1.4680699110031128
0.09445260465145111,-1.4686025381088257
0.09105964004993439,-1.4690920114517212
0.08751460909843445,-1.4696142673492432
0.08411039412021637,-1.4703799486160278
0.08094450831413269,-1.4714477062225342
0.07807936519384384,-1.4727126359939575
0.07513398677110672,-1.4739668369293213
0.07227392494678497,-1.4752696752548218
0.06973613053560257,-1.4766302108764648
0.06710019707679749,-1.4778095483779907
0.06438948214054108,-1.4788562059402466
0.06163329258561134,-1.4797669649124146
0.0582641065120697,-1.4807389974594116
0.055729154497385025,-1.4828343391418457
0.05379712954163551,-1.4862375259399414
0.05218186974525452,-1.4912633895874023
0.05043332278728485,-1.4958950281143188
0.04795512557029724,-1.4999116659164429
0.045005932450294495,-1.5033446550369263
0.0418027825653553,-1.506220817565918
0.038405515253543854,-1.5086086988449097
0.03490346297621727,-1.510451078414917
0.03134363889694214,-1.511785864830017
0.027802737429738045,-1.5126947164535522
0.024336766451597214,-1.5131560564041138
0.02096639759838581,-1.5132181644439697
0.017728835344314575,-1.5129350423812866
0.014643303118646145,-1.512347936630249
0.01173963863402605,-1.5114537477493286
0.009053058922290802,-1.5102918148040771
0.006559951230883598,-1.508903980255127
0.00429847976192832,-1.5073354244232178
0.002230385784059763,-1.5055947303771973
0.00036608034861274064,-1.5037174224853516
-0.001276788068935275,-1.501735806465149
-0.002732043620198965,-1.4996576309204102
-0.0039861467666924,-1.4974886178970337
-0.005056010093539953,-1.4952478408813477
-0.005943914409726858,-1.492963194847107
-0.006658486556261778,-1.4906532764434814
-0.0071768444031476974,-1.4882642030715942
-0.00756214139983058,-1.4859473705291748
-0.007772958837449551,-1.4835880994796753
-0.007839398458600044,-1.4812148809432983
-0.007764719892293215,-1.4788556098937988
-0.007561421021819115,-1.4765207767486572
-0.0072378129698336124,-1.4741995334625244
-0.006785371340811253,-1.4718782901763916
-0.006235611159354448,-1.4695892333984375
-0.005578609649091959,-1.4673151969909668
-0.004825286101549864,-1.4650627374649048
-0.003982302267104387,-1.462833046913147
-0.003055605571717024,-1.4606266021728516
-0.0020511476323008537,-1.4584437608718872
-0.0009554235148243606,-1.4562503099441528
0.000216544111026451,-1.4540780782699585
0.0014321347698569298,-1.451956868171692
0.0026682585012167692,-1.4499064683914185
0.003987578675150871,-1.4478344917297363
0.005354176741093397,-1.4457800388336182
0.006764522287994623,-1.4437434673309326
0.008215789683163166,-1.4417235851287842
0.00970472302287817,-1.4397189617156982
0.01122802123427391,-1.4377285242080688
0.012782631441950798,-1.4357515573501587
0.014365630224347115,-1.4337849617004395
0.01597330905497074,-1.4318280220031738
0.017603537067770958,-1.429879903793335
0.019253602251410484,-1.4279396533966064
0.020921189337968826,-1.4260051250457764
0.022603964433073997,-1.4240752458572388
0.02429843693971634,-1.4221493005752563
0.026003248989582062,-1.4202260971069336
0.027716543525457382,-1.4183045625686646
0.029436403885483742,-1.4163837432861328
0.031161082908511162,-1.414462924003601
0.03293345868587494,-1.4124882221221924
0.034631840884685516,-1.410608172416687
0.036395128816366196,-1.4086389541625977
0.03813169151544571,-1.4067039489746094
0.03983286768198013,-1.4048033952713013
0.041553594172000885,-1.402867078781128
0.043269213289022446,-1.400925874710083
0.044978491961956024,-1.3989794254302979
0.0466802641749382,-1.3970272541046143
0.0483735017478466,-1.3950692415237427
0.050057217478752136,-1.393104910850525
0.051730480045080185,-1.3911340236663818
0.053392406553030014,-1.389156460762024
0.055042169988155365,-1.3871718645095825
0.0566784106194973,-1.3851804733276367
0.058301057666540146,-1.383182168006897
